Summary,Temperature (C),Date,Hour
Partly Cloudy,12.75555556,16.5.2007,5
Partly Cloudy,14.68888889,16.5.2007,6
Partly Cloudy,14.98333333,16.5.2007,7
Partly Cloudy,15.11666667,16.5.2007,8
Partly Cloudy,17.37222222,16.5.2007,9
Partly Cloudy,17.85,16.5.2007,10
Partly Cloudy,19.86111111,16.5.2007,11
Partly Cloudy,19.89444444,16.5.2007,12
Mostly Cloudy,19.86111111,16.5.2007,13
Partly Cloudy,19.88333333,16.5.2007,14
Partly Cloudy,19.11111111,16.5.2007,15
Mostly Cloudy,17.85,16.5.2007,16
Partly Cloudy,17.28888889,16.5.2007,17
Partly Cloudy,16.45555556,16.5.2007,18
Partly Cloudy,15.99444444,16.5.2007,19
Mostly Cloudy,15.35,16.5.2007,20
Partly Cloudy,14.45,16.5.2007,21
Partly Cloudy,13.15,16.5.2007,22
Partly Cloudy,11.04444444,16.5.2007,23
Mostly Cloudy,12.63888889,17.5.2007,0
Partly Cloudy,9.383333333,17.5.2007,1
Partly Cloudy,9.288888889,17.5.2007,2
Mostly Cloudy,9.111111111,17.5.2007,3
Mostly Cloudy,9.8,17.5.2007,4
Partly Cloudy,12.09444444,17.5.2007,5
Partly Cloudy,14.82777778,17.5.2007,6
Mostly Cloudy,17.10555556,17.5.2007,7
Mostly Cloudy,17.77777778,17.5.2007,8
Mostly Cloudy,18.85,17.5.2007,9
Mostly Cloudy,18.95555556,17.5.2007,10
Mostly Cloudy,20.02222222,17.5.2007,11
Partly Cloudy,19.03888889,17.5.2007,12
Partly Cloudy,18.05555556,17.5.2007,13
Mostly Cloudy,19.07222222,17.5.2007,14
Overcast,19.07777778,17.5.2007,15
Overcast,18.05,17.5.2007,16
Overcast,17.88888889,17.5.2007,17
Overcast,16.43888889,17.5.2007,18
Mostly Cloudy,13.95,17.5.2007,19
Mostly Cloudy,13.83888889,17.5.2007,20
Mostly Cloudy,13.12777778,17.5.2007,21
Mostly Cloudy,13.28333333,17.5.2007,22
Mostly Cloudy,12.77777778,17.5.2007,23
Mostly Cloudy,11.2,18.5.2007,0
Mostly Cloudy,11.68888889,18.5.2007,1
Mostly Cloudy,11.59444444,18.5.2007,2
Mostly Cloudy,11.24444444,18.5.2007,3
Mostly Cloudy,11.06111111,18.5.2007,4
Mostly Cloudy,12.15,18.5.2007,5
Overcast,12.27222222,18.5.2007,6
Overcast,12.89444444,18.5.2007,7
Overcast,13.08333333,18.5.2007,8
Overcast,14.19444444,18.5.2007,9
Overcast,14.23333333,18.5.2007,10
Overcast,15.34444444,18.5.2007,11
Overcast,15.45555556,18.5.2007,12
Overcast,15.37222222,18.5.2007,13
Overcast,13.28333333,18.5.2007,14
Overcast,12.89444444,18.5.2007,15
Overcast,11.63333333,18.5.2007,16
Overcast,11.49444444,18.5.2007,17
Overcast,11.46111111,18.5.2007,18
Overcast,11.38333333,18.5.2007,19
Overcast,11.77777778,18.5.2007,20
Overcast,11.19444444,18.5.2007,21
Overcast,10.76111111,18.5.2007,22
Overcast,10.66666667,18.5.2007,23
Partly Cloudy,12.92777778,19.5.2007,0
Mostly Cloudy,10.65,19.5.2007,1
Mostly Cloudy,10.62777778,19.5.2007,2
Mostly Cloudy,10.66666667,19.5.2007,3
Mostly Cloudy,11.13888889,19.5.2007,4
Overcast,12.22777778,19.5.2007,5
Mostly Cloudy,12.32222222,19.5.2007,6
Partly Cloudy,13.93888889,19.5.2007,7
Clear,14.05555556,19.5.2007,8
Overcast,15.04444444,19.5.2007,9
Overcast,15.35555556,19.5.2007,10
Overcast,16.39444444,19.5.2007,11
Overcast,17.35,19.5.2007,12
Overcast,18.06111111,19.5.2007,13
Overcast,18.04444444,19.5.2007,14
Mostly Cloudy,17.46111111,19.5.2007,15
Overcast,16.51111111,19.5.2007,16
Overcast,15.48888889,19.5.2007,17
Overcast,15.46111111,19.5.2007,18
Overcast,15.23333333,19.5.2007,19
Overcast,14.68333333,19.5.2007,20
Mostly Cloudy,14.61666667,19.5.2007,21
Partly Cloudy,7.083333333,1.5.2007,22
Partly Cloudy,6.038888889,1.5.2007,23
Partly Cloudy,6.633333333,2.5.2007,0
Partly Cloudy,3.772222222,2.5.2007,1
Clear,1.666666667,2.5.2007,2
Clear,1.361111111,2.5.2007,3
Clear,2.061111111,2.5.2007,4
Clear,3.8,2.5.2007,5
Clear,7.172222222,2.5.2007,6
Clear,8.955555556,2.5.2007,7
Clear,11.12777778,2.5.2007,8
Clear,12.86111111,2.5.2007,9
Clear,12.83888889,2.5.2007,10
Clear,14.97222222,2.5.2007,11
Clear,15.13888889,2.5.2007,12
Partly Cloudy,16.15555556,2.5.2007,13
Partly Cloudy,16.17777778,2.5.2007,14
Partly Cloudy,16.26666667,2.5.2007,15
Partly Cloudy,15.15555556,2.5.2007,16
Partly Cloudy,13.02777778,2.5.2007,17
Partly Cloudy,11.41111111,2.5.2007,18
Partly Cloudy,9.95,2.5.2007,19
Partly Cloudy,9.333333333,2.5.2007,20
Partly Cloudy,9.161111111,2.5.2007,21
Mostly Cloudy,14.53888889,19.5.2007,22
Mostly Cloudy,14.02777778,19.5.2007,23
Partly Cloudy,15.45555556,20.5.2007,0
Partly Cloudy,12.93888889,20.5.2007,1
Foggy,12.89444444,20.5.2007,2
Foggy,12.45,20.5.2007,3
Foggy,12.85,20.5.2007,4
Foggy,12.91666667,20.5.2007,5
Foggy,14.21111111,20.5.2007,6
Mostly Cloudy,15.16666667,20.5.2007,7
Overcast,18.89444444,20.5.2007,8
Overcast,19.94444444,20.5.2007,9
Overcast,21.16111111,20.5.2007,10
Mostly Cloudy,22.22222222,20.5.2007,11
Mostly Cloudy,22.18333333,20.5.2007,12
Mostly Cloudy,22.36666667,20.5.2007,13
Mostly Cloudy,22.38888889,20.5.2007,14
Mostly Cloudy,22.86111111,20.5.2007,15
Overcast,22.38888889,20.5.2007,16
Overcast,21.3,20.5.2007,17
Mostly Cloudy,20.22777778,20.5.2007,18
Mostly Cloudy,17.43333333,20.5.2007,19
Mostly Cloudy,17.24444444,20.5.2007,20
Overcast,17.31111111,20.5.2007,21
Overcast,17.16111111,20.5.2007,22
Mostly Cloudy,16.07222222,20.5.2007,23
Partly Cloudy,17.23333333,21.5.2007,0
Partly Cloudy,14.96111111,21.5.2007,1
Partly Cloudy,13.91666667,21.5.2007,2
Partly Cloudy,13.85555556,21.5.2007,3
Clear,15.02777778,21.5.2007,4
Clear,17.71666667,21.5.2007,5
Partly Cloudy,20.76111111,21.5.2007,6
Partly Cloudy,22.73888889,21.5.2007,7
Partly Cloudy,23.93888889,21.5.2007,8
Partly Cloudy,25.06111111,21.5.2007,9
Clear,26.18333333,21.5.2007,10
Clear,27.31666667,21.5.2007,11
Clear,27.39444444,21.5.2007,12
Clear,27.89444444,21.5.2007,13
Clear,27.91666667,21.5.2007,14
Partly Cloudy,27.18888889,21.5.2007,15
Partly Cloudy,27.28888889,21.5.2007,16
Partly Cloudy,25.18333333,21.5.2007,17
Mostly Cloudy,23.37222222,21.5.2007,18
Overcast,21.32222222,21.5.2007,19
Overcast,20.62222222,21.5.2007,20
Mostly Cloudy,21.14444444,21.5.2007,21
Overcast,19.56111111,21.5.2007,22
Overcast,17.98888889,21.5.2007,23
Partly Cloudy,15.22222222,22.5.2007,0
Mostly Cloudy,17.80555556,22.5.2007,1
Partly Cloudy,17.22222222,22.5.2007,2
Mostly Cloudy,16.77777778,22.5.2007,3
Mostly Cloudy,17.18333333,22.5.2007,4
Clear,18.9,22.5.2007,5
Clear,21.11666667,22.5.2007,6
Partly Cloudy,22.96666667,22.5.2007,7
Partly Cloudy,24.1,22.5.2007,8
Partly Cloudy,25.33333333,22.5.2007,9
Partly Cloudy,26.36666667,22.5.2007,10
Partly Cloudy,27.47777778,22.5.2007,11
Partly Cloudy,27.96666667,22.5.2007,12
Partly Cloudy,28.71111111,22.5.2007,13
Partly Cloudy,28.6,22.5.2007,14
Partly Cloudy,26.46666667,22.5.2007,15
Partly Cloudy,22.36666667,22.5.2007,16
Partly Cloudy,21.23333333,22.5.2007,17
Mostly Cloudy,21.26666667,22.5.2007,18
Mostly Cloudy,17.40555556,22.5.2007,19
Mostly Cloudy,18.03333333,22.5.2007,20
Mostly Cloudy,17.05555556,22.5.2007,21
Partly Cloudy,16.34444444,22.5.2007,22
Partly Cloudy,15.79444444,22.5.2007,23
Partly Cloudy,15.70555556,23.5.2007,0
Partly Cloudy,15.53333333,23.5.2007,1
Partly Cloudy,14.51666667,23.5.2007,2
Mostly Cloudy,14.10555556,23.5.2007,3
Mostly Cloudy,16.07222222,23.5.2007,4
Partly Cloudy,17.71666667,23.5.2007,5
Partly Cloudy,19.77222222,23.5.2007,6
Partly Cloudy,21.16666667,23.5.2007,7
Partly Cloudy,22.85555556,23.5.2007,8
Partly Cloudy,23.96666667,23.5.2007,9
Partly Cloudy,25.14444444,23.5.2007,10
Partly Cloudy,27.27222222,23.5.2007,11
Partly Cloudy,27.39444444,23.5.2007,12
Partly Cloudy,27.93888889,23.5.2007,13
Partly Cloudy,28.01111111,23.5.2007,14
Partly Cloudy,28.55,23.5.2007,15
Clear,27.82777778,23.5.2007,16
Partly Cloudy,27.31111111,23.5.2007,17
Mostly Cloudy,23.43888889,23.5.2007,18
Partly Cloudy,21.25,23.5.2007,19
Mostly Cloudy,21.13888889,23.5.2007,20
Mostly Cloudy,20.22777778,23.5.2007,21
Overcast,18.59444444,23.5.2007,22
Mostly Cloudy,17.40555556,23.5.2007,23
Partly Cloudy,16.93888889,24.5.2007,0
Partly Cloudy,15.62222222,24.5.2007,1
Partly Cloudy,16.18333333,24.5.2007,2
Mostly Cloudy,14.84444444,24.5.2007,3
Mostly Cloudy,16.16111111,24.5.2007,4
Mostly Cloudy,17.80555556,24.5.2007,5
Mostly Cloudy,18.25555556,24.5.2007,6
Mostly Cloudy,21.20555556,24.5.2007,7
Mostly Cloudy,22.85,24.5.2007,8
Mostly Cloudy,24.85,24.5.2007,9
Mostly Cloudy,26.16111111,24.5.2007,10
Mostly Cloudy,27.33888889,24.5.2007,11
Mostly Cloudy,27.4,24.5.2007,12
Partly Cloudy,27.96111111,24.5.2007,13
Clear,27.87777778,24.5.2007,14
Partly Cloudy,28.06666667,24.5.2007,15
Partly Cloudy,27.45,24.5.2007,16
Partly Cloudy,24.23333333,24.5.2007,17
Partly Cloudy,23.08888889,24.5.2007,18
Partly Cloudy,21.32222222,24.5.2007,19
Partly Cloudy,19.1,24.5.2007,20
Partly Cloudy,19.35555556,24.5.2007,21
Partly Cloudy,17.82777778,24.5.2007,22
Partly Cloudy,15.67222222,24.5.2007,23
Partly Cloudy,16.35555556,25.5.2007,0
Partly Cloudy,15.57777778,25.5.2007,1
Mostly Cloudy,16.06666667,25.5.2007,2
Mostly Cloudy,18.02222222,25.5.2007,3
Mostly Cloudy,19.73333333,25.5.2007,4
Partly Cloudy,20.98333333,25.5.2007,5
Partly Cloudy,23.59444444,25.5.2007,6
Partly Cloudy,26.06666667,25.5.2007,7
Partly Cloudy,27.75555556,25.5.2007,8
Partly Cloudy,27.76111111,25.5.2007,9
Mostly Cloudy,21.85,25.5.2007,10
Mostly Cloudy,20.56111111,25.5.2007,11
Mostly Cloudy,21.17777778,25.5.2007,12
Partly Cloudy,21.25555556,25.5.2007,13
Mostly Cloudy,21.19444444,25.5.2007,14
Mostly Cloudy,20.0,25.5.2007,15
Mostly Cloudy,21.07222222,25.5.2007,16
Mostly Cloudy,20.05,25.5.2007,17
Mostly Cloudy,18.18888889,25.5.2007,18
Partly Cloudy,17.33888889,25.5.2007,19
Partly Cloudy,18.31111111,25.5.2007,20
Partly Cloudy,17.33333333,25.5.2007,21
Mostly Cloudy,16.18333333,25.5.2007,22
Mostly Cloudy,16.11111111,25.5.2007,23
Clear,17.84444444,26.5.2007,0
Partly Cloudy,14.1,26.5.2007,1
Mostly Cloudy,15.11666667,26.5.2007,2
Mostly Cloudy,15.68333333,26.5.2007,3
Clear,17.3,26.5.2007,4
Mostly Cloudy,18.91666667,26.5.2007,5
Mostly Cloudy,20.83888889,26.5.2007,6
Mostly Cloudy,22.75555556,26.5.2007,7
Mostly Cloudy,24.98333333,26.5.2007,8
Partly Cloudy,26.01666667,26.5.2007,9
Partly Cloudy,27.22222222,26.5.2007,10
Partly Cloudy,27.87222222,26.5.2007,11
Partly Cloudy,27.90555556,26.5.2007,12
Partly Cloudy,29.05,26.5.2007,13
Mostly Cloudy,28.89444444,26.5.2007,14
Partly Cloudy,28.92222222,26.5.2007,15
Partly Cloudy,27.34444444,26.5.2007,16
Partly Cloudy,26.11666667,26.5.2007,17
Partly Cloudy,25.21666667,26.5.2007,18
Partly Cloudy,22.87222222,26.5.2007,19
Partly Cloudy,22.2,26.5.2007,20
Partly Cloudy,21.73888889,26.5.2007,21
Partly Cloudy,19.56666667,26.5.2007,22
Mostly Cloudy,18.42777778,26.5.2007,23
Partly Cloudy,19.1,27.5.2007,0
Partly Cloudy,17.8,27.5.2007,1
Partly Cloudy,17.82222222,27.5.2007,2
Partly Cloudy,17.44444444,27.5.2007,3
Partly Cloudy,17.77777778,27.5.2007,4
Partly Cloudy,20.00555556,27.5.2007,5
Partly Cloudy,22.19444444,27.5.2007,6
Partly Cloudy,23.93888889,27.5.2007,7
Mostly Cloudy,24.00555556,27.5.2007,8
Mostly Cloudy,25.77777778,27.5.2007,9
Mostly Cloudy,27.2,27.5.2007,10
Mostly Cloudy,27.77777778,27.5.2007,11
Mostly Cloudy,27.27222222,27.5.2007,12
Partly Cloudy,27.85,27.5.2007,13
Partly Cloudy,27.91666667,27.5.2007,14
Partly Cloudy,27.87777778,27.5.2007,15
Partly Cloudy,27.36111111,27.5.2007,16
Mostly Cloudy,24.06666667,27.5.2007,17
Mostly Cloudy,22.81111111,27.5.2007,18
Mostly Cloudy,22.20555556,27.5.2007,19
Mostly Cloudy,22.08888889,27.5.2007,20
Mostly Cloudy,20.93333333,27.5.2007,21
Mostly Cloudy,19.21111111,27.5.2007,22
Mostly Cloudy,18.72777778,27.5.2007,23
Mostly Cloudy,17.38888889,28.5.2007,0
Mostly Cloudy,17.75555556,28.5.2007,1
Mostly Cloudy,16.68888889,28.5.2007,2
Partly Cloudy,15.67777778,28.5.2007,3
Partly Cloudy,17.64444444,28.5.2007,4
Partly Cloudy,18.75,28.5.2007,5
Partly Cloudy,20.97222222,28.5.2007,6
Partly Cloudy,22.75555556,28.5.2007,7
Partly Cloudy,23.88888889,28.5.2007,8
Partly Cloudy,25.87222222,28.5.2007,9
Partly Cloudy,27.17222222,28.5.2007,10
Partly Cloudy,27.22222222,28.5.2007,11
Partly Cloudy,27.23333333,28.5.2007,12
Partly Cloudy,27.8,28.5.2007,13
Partly Cloudy,27.77777778,28.5.2007,14
Partly Cloudy,26.91666667,28.5.2007,15
Partly Cloudy,21.02777778,28.5.2007,16
Overcast,17.85,28.5.2007,17
Mostly Cloudy,18.04444444,28.5.2007,18
Overcast,17.75555556,28.5.2007,19
Overcast,17.22222222,28.5.2007,20
Mostly Cloudy,17.33888889,28.5.2007,21
Mostly Cloudy,16.68888889,28.5.2007,22
Mostly Cloudy,16.20555556,28.5.2007,23
Mostly Cloudy,14.45555556,29.5.2007,0
Overcast,16.60555556,29.5.2007,1
Overcast,15.05,29.5.2007,2
Mostly Cloudy,14.66111111,29.5.2007,3
Mostly Cloudy,14.86111111,29.5.2007,4
Mostly Cloudy,15.95555556,29.5.2007,5
Mostly Cloudy,17.03888889,29.5.2007,6
Mostly Cloudy,17.28888889,29.5.2007,7
Partly Cloudy,19.95,29.5.2007,8
Partly Cloudy,21.01666667,29.5.2007,9
Mostly Cloudy,22.22222222,29.5.2007,10
Mostly Cloudy,22.26666667,29.5.2007,11
Partly Cloudy,22.83333333,29.5.2007,12
Partly Cloudy,22.8,29.5.2007,13
Partly Cloudy,22.89444444,29.5.2007,14
Partly Cloudy,22.56111111,29.5.2007,15
Partly Cloudy,20.92222222,29.5.2007,16
Mostly Cloudy,13.98333333,29.5.2007,17
Overcast,14.06111111,29.5.2007,18
Overcast,13.91666667,29.5.2007,19
Overcast,13.89444444,29.5.2007,20
Overcast,14.41111111,29.5.2007,21
Partly Cloudy,8.638888889,2.5.2007,22
Partly Cloudy,8.077777778,2.5.2007,23
Mostly Cloudy,10.78888889,3.5.2007,0
Partly Cloudy,7.083333333,3.5.2007,1
Partly Cloudy,4.005555556,3.5.2007,2
Partly Cloudy,5.894444444,3.5.2007,3
Mostly Cloudy,7.127777778,3.5.2007,4
Mostly Cloudy,8.866666667,3.5.2007,5
Mostly Cloudy,10.11666667,3.5.2007,6
Mostly Cloudy,12.33333333,3.5.2007,7
Mostly Cloudy,14.97222222,3.5.2007,8
Mostly Cloudy,17.71111111,3.5.2007,9
Mostly Cloudy,17.93333333,3.5.2007,10
Overcast,18.97777778,3.5.2007,11
Overcast,20.08888889,3.5.2007,12
Overcast,21.03333333,3.5.2007,13
Mostly Cloudy,20.06111111,3.5.2007,14
Mostly Cloudy,20.14444444,3.5.2007,15
Overcast,18.97777778,3.5.2007,16
Overcast,17.82222222,3.5.2007,17
Overcast,17.81666667,3.5.2007,18
Overcast,17.17222222,3.5.2007,19
Overcast,15.53333333,3.5.2007,20
Overcast,14.61666667,3.5.2007,21
Overcast,13.8,29.5.2007,22
Mostly Cloudy,13.82222222,29.5.2007,23
Partly Cloudy,10.30555556,30.5.2007,0
Mostly Cloudy,13.28888889,30.5.2007,1
Mostly Cloudy,12.66111111,30.5.2007,2
Partly Cloudy,11.72222222,30.5.2007,3
Mostly Cloudy,12.08333333,30.5.2007,4
Mostly Cloudy,12.17777778,30.5.2007,5
Mostly Cloudy,13.8,30.5.2007,6
Mostly Cloudy,14.96111111,30.5.2007,7
Mostly Cloudy,16.11666667,30.5.2007,8
Mostly Cloudy,16.08333333,30.5.2007,9
Mostly Cloudy,17.80555556,30.5.2007,10
Partly Cloudy,17.85555556,30.5.2007,11
Partly Cloudy,18.73333333,30.5.2007,12
Partly Cloudy,19.91111111,30.5.2007,13
Partly Cloudy,19.98333333,30.5.2007,14
Partly Cloudy,19.82222222,30.5.2007,15
Partly Cloudy,18.75,30.5.2007,16
Partly Cloudy,17.68888889,30.5.2007,17
Partly Cloudy,16.12222222,30.5.2007,18
Mostly Cloudy,13.86666667,30.5.2007,19
Mostly Cloudy,13.77222222,30.5.2007,20
Mostly Cloudy,12.71666667,30.5.2007,21
Mostly Cloudy,11.13888889,30.5.2007,22
Partly Cloudy,10.58333333,30.5.2007,23
Partly Cloudy,10.17777778,31.5.2007,0
Partly Cloudy,9.472222222,31.5.2007,1
Partly Cloudy,8.894444444,31.5.2007,2
Partly Cloudy,8.627777778,31.5.2007,3
Clear,9.961111111,31.5.2007,4
Partly Cloudy,12.13333333,31.5.2007,5
Partly Cloudy,13.67222222,31.5.2007,6
Partly Cloudy,14.95555556,31.5.2007,7
Mostly Cloudy,16.11666667,31.5.2007,8
Mostly Cloudy,18.36666667,31.5.2007,9
Mostly Cloudy,17.73333333,31.5.2007,10
Mostly Cloudy,18.91666667,31.5.2007,11
Partly Cloudy,18.92222222,31.5.2007,12
Partly Cloudy,20.09444444,31.5.2007,13
Partly Cloudy,20.21111111,31.5.2007,14
Partly Cloudy,20.98888889,31.5.2007,15
Partly Cloudy,20.72222222,31.5.2007,16
Partly Cloudy,18.97777778,31.5.2007,17
Partly Cloudy,16.76666667,31.5.2007,18
Mostly Cloudy,15.13888889,31.5.2007,19
Mostly Cloudy,14.42222222,31.5.2007,20
Partly Cloudy,13.51111111,31.5.2007,21
Overcast,13.86666667,3.5.2007,22
Overcast,12.85,3.5.2007,23
Overcast,13.38333333,4.5.2007,0
Overcast,11.73333333,4.5.2007,1
Overcast,11.64444444,4.5.2007,2
Overcast,11.37222222,4.5.2007,3
Overcast,11.18333333,4.5.2007,4
Overcast,11.20555556,4.5.2007,5
Mostly Cloudy,12.85555556,4.5.2007,6
Mostly Cloudy,12.88888889,4.5.2007,7
Mostly Cloudy,17.07222222,4.5.2007,8
Mostly Cloudy,18.01111111,4.5.2007,9
Overcast,19.94444444,4.5.2007,10
Mostly Cloudy,20.01666667,4.5.2007,11
Overcast,20.16666667,4.5.2007,12
Overcast,20.09444444,4.5.2007,13
Overcast,20.09444444,4.5.2007,14
Overcast,19.2,4.5.2007,15
Overcast,15.36666667,4.5.2007,16
Overcast,16.25,4.5.2007,17
Overcast,14.37222222,4.5.2007,18
Overcast,14.00555556,4.5.2007,19
Overcast,13.98333333,4.5.2007,20
Overcast,14.11666667,4.5.2007,21
Overcast,13.91111111,4.5.2007,22
Overcast,13.4,4.5.2007,23
Partly Cloudy,14.76111111,5.5.2007,0
Mostly Cloudy,13.37777778,5.5.2007,1
Overcast,13.31111111,5.5.2007,2
Overcast,13.42777778,5.5.2007,3
Overcast,13.31111111,5.5.2007,4
Mostly Cloudy,13.81666667,5.5.2007,5
Partly Cloudy,16.0,5.5.2007,6
Partly Cloudy,17.68333333,5.5.2007,7
Partly Cloudy,19.87777778,5.5.2007,8
Partly Cloudy,22.0,5.5.2007,9
Partly Cloudy,22.77777778,5.5.2007,10
Partly Cloudy,24.88333333,5.5.2007,11
Partly Cloudy,24.91666667,5.5.2007,12
Mostly Cloudy,25.85,5.5.2007,13
Mostly Cloudy,25.87222222,5.5.2007,14
Partly Cloudy,25.60555556,5.5.2007,15
Partly Cloudy,23.46666667,5.5.2007,16
Mostly Cloudy,22.33333333,5.5.2007,17
Mostly Cloudy,19.4,5.5.2007,18
Overcast,19.77222222,5.5.2007,19
Foggy,17.12222222,5.5.2007,20
Foggy,15.83888889,5.5.2007,21
Mostly Cloudy,15.52777778,5.5.2007,22
Mostly Cloudy,15.47777778,5.5.2007,23
Overcast,13.32222222,6.5.2007,0
Partly Cloudy,14.41666667,6.5.2007,1
Mostly Cloudy,14.95,6.5.2007,2
Mostly Cloudy,15.05555556,6.5.2007,3
Foggy,14.95,6.5.2007,4
Foggy,15.0,6.5.2007,5
Foggy,16.06111111,6.5.2007,6
Partly Cloudy,17.17222222,6.5.2007,7
Partly Cloudy,17.75,6.5.2007,8
Partly Cloudy,17.98888889,6.5.2007,9
Partly Cloudy,17.82777778,6.5.2007,10
Partly Cloudy,16.28888889,6.5.2007,11
Partly Cloudy,16.45,6.5.2007,12
Mostly Cloudy,15.63333333,6.5.2007,13
Foggy,13.93888889,6.5.2007,14
Overcast,13.36111111,6.5.2007,15
Overcast,13.93888889,6.5.2007,16
Mostly Cloudy,12.92777778,6.5.2007,17
Overcast,13.11111111,6.5.2007,18
Overcast,12.82777778,6.5.2007,19
Foggy,13.36111111,6.5.2007,20
Overcast,13.34444444,6.5.2007,21
Overcast,13.36111111,6.5.2007,22
Overcast,12.82777778,6.5.2007,23
Clear,11.59444444,7.5.2007,0
Overcast,12.35,7.5.2007,1
Mostly Cloudy,11.76666667,7.5.2007,2
Mostly Cloudy,12.87222222,7.5.2007,3
Foggy,12.77777778,7.5.2007,4
Foggy,12.77777778,7.5.2007,5
Overcast,12.97777778,7.5.2007,6
Overcast,14.03888889,7.5.2007,7
Mostly Cloudy,16.18888889,7.5.2007,8
Partly Cloudy,17.14444444,7.5.2007,9
Mostly Cloudy,17.87777778,7.5.2007,10
Partly Cloudy,20.05,7.5.2007,11
Partly Cloudy,19.94444444,7.5.2007,12
Partly Cloudy,21.16111111,7.5.2007,13
Partly Cloudy,22.25,7.5.2007,14
Partly Cloudy,21.11111111,7.5.2007,15
Partly Cloudy,21.16111111,7.5.2007,16
Partly Cloudy,17.87777778,7.5.2007,17
Partly Cloudy,16.55555556,7.5.2007,18
Partly Cloudy,15.0,7.5.2007,19
Partly Cloudy,14.95,7.5.2007,20
Partly Cloudy,12.27222222,7.5.2007,21
Clear,12.4,7.5.2007,22
Clear,11.28888889,7.5.2007,23
Mostly Cloudy,12.80555556,8.5.2007,0
Partly Cloudy,11.76666667,8.5.2007,1
Mostly Cloudy,12.36111111,8.5.2007,2
Partly Cloudy,11.60555556,8.5.2007,3
Mostly Cloudy,12.25,8.5.2007,4
Mostly Cloudy,14.88888889,8.5.2007,5
Mostly Cloudy,17.57777778,8.5.2007,6
Mostly Cloudy,18.86111111,8.5.2007,7
Mostly Cloudy,21.06111111,8.5.2007,8
Mostly Cloudy,21.08888889,8.5.2007,9
Partly Cloudy,22.28888889,8.5.2007,10
Partly Cloudy,22.35555556,8.5.2007,11
Overcast,22.26111111,8.5.2007,12
Overcast,21.21666667,8.5.2007,13
Partly Cloudy,20.24444444,8.5.2007,14
Mostly Cloudy,22.1,8.5.2007,15
Partly Cloudy,20.06666667,8.5.2007,16
Partly Cloudy,18.95555556,8.5.2007,17
Partly Cloudy,15.65,8.5.2007,18
Partly Cloudy,14.1,8.5.2007,19
Partly Cloudy,13.45555556,8.5.2007,20
Mostly Cloudy,12.77222222,8.5.2007,21
Overcast,13.35555556,8.5.2007,22
Overcast,12.77777778,8.5.2007,23
Mostly Cloudy,11.53333333,9.5.2007,0
Overcast,12.26666667,9.5.2007,1
Overcast,12.22222222,9.5.2007,2
Mostly Cloudy,11.83333333,9.5.2007,3
Mostly Cloudy,12.22222222,9.5.2007,4
Mostly Cloudy,12.77777778,9.5.2007,5
Mostly Cloudy,13.91666667,9.5.2007,6
Mostly Cloudy,16.16111111,9.5.2007,7
Mostly Cloudy,16.20555556,9.5.2007,8
Mostly Cloudy,17.36111111,9.5.2007,9
Mostly Cloudy,17.84444444,9.5.2007,10
Overcast,16.25,9.5.2007,11
Partly Cloudy,14.63888889,9.5.2007,12
Partly Cloudy,15.08888889,9.5.2007,13
Mostly Cloudy,16.11111111,9.5.2007,14
Mostly Cloudy,16.26111111,9.5.2007,15
Mostly Cloudy,16.11111111,9.5.2007,16
Partly Cloudy,16.06111111,9.5.2007,17
Mostly Cloudy,13.30555556,9.5.2007,18
Mostly Cloudy,11.32222222,9.5.2007,19
Partly Cloudy,10.69444444,9.5.2007,20
Partly Cloudy,11.43888889,9.5.2007,21
Overcast,9.95,31.10.2007,23
Clear,3.338888889,1.11.2007,0
Overcast,8.888888889,1.11.2007,1
Overcast,8.838888889,1.11.2007,2
Overcast,8.294444444,1.11.2007,3
Overcast,7.75,1.11.2007,4
Overcast,7.172222222,1.11.2007,5
Mostly Cloudy,7.211111111,1.11.2007,6
Clear,7.222222222,1.11.2007,7
Clear,7.25,1.11.2007,8
Mostly Cloudy,7.788888889,1.11.2007,9
Clear,8.938888889,1.11.2007,10
Clear,11.16111111,1.11.2007,11
Partly Cloudy,11.03888889,1.11.2007,12
Partly Cloudy,11.16111111,1.11.2007,13
Partly Cloudy,11.16111111,1.11.2007,14
Partly Cloudy,10.07777778,1.11.2007,15
Partly Cloudy,7.822222222,1.11.2007,16
Partly Cloudy,6.061111111,1.11.2007,17
Partly Cloudy,5.316666667,1.11.2007,18
Partly Cloudy,3.838888889,1.11.2007,19
Partly Cloudy,3.861111111,1.11.2007,20
Partly Cloudy,4.061111111,1.11.2007,21
Clear,3.405555556,1.11.2007,22
Breezy and Overcast,4.444444444,9.11.2007,23
Mostly Cloudy,3.461111111,10.11.2007,0
Partly Cloudy,3.4,10.11.2007,1
Partly Cloudy,3.4,10.11.2007,2
Clear,3.3,10.11.2007,3
Partly Cloudy,2.266666667,10.11.2007,4
Partly Cloudy,2.755555556,10.11.2007,5
Partly Cloudy,2.733333333,10.11.2007,6
Breezy and Partly Cloudy,3.844444444,10.11.2007,7
Breezy and Partly Cloudy,6.088888889,10.11.2007,8
Windy and Partly Cloudy,7.122222222,10.11.2007,9
Breezy and Partly Cloudy,7.244444444,10.11.2007,10
Breezy and Partly Cloudy,7.8,10.11.2007,11
Breezy and Partly Cloudy,7.844444444,10.11.2007,12
Breezy and Partly Cloudy,7.777777778,10.11.2007,13
