brand,category,material,delivery_days,inventory,cost,discount_percentage,price
Ordinaer,Chair,Glass,6,21,53.89,11.5,104.46
Furneyz,Bed,Plastic,6,67,145.4,16.3,298.16
Ordinaer,Bed,Wood,6,18,342.34,14.0,485.04
Krude,Desk,Fabric,2,65,72.24,3.8,81.95
Furneyz,Chair,Glass,2,166,55.17,19.5,86.08
Krude,Bed,Glass,6,72,108.44,2.2,262.06
Furneyz,Bed,Metal,5,146,270.83,11.3,592.22
LesComfe,Table,Glass,7,143,230.47,21.3,350.86
LesComfe,Table,Fabric,7,53,312.44,0.6,355.4
Ordinaer,Chair,Glass,5,152,118.45,17.1,212.86
Krude,Desk,Metal,8,111,255.43,10.0,317.15
Krude,Chair,Glass,6,17,29.65,0.3,54.56
Furneyz,Chair,Glass,5,150,300.1,5.7,336.24
LesComfe,Table,Metal,4,116,300.86,28.2,460.98
Ordinaer,Table,Glass,7,84,263.81,15.6,325.66
LesComfe,Desk,Plastic,4,138,282.31,29.9,443.16
Krude,Bed,Glass,5,38,282.24,15.7,469.73
Ordinaer,Desk,Wood,5,104,60.13,16.3,104.25
LesComfe,Bed,Wood,1,67,254.69,11.8,570.13
LesComfe,Sofa,Plastic,1,24,69.93,9.3,91.88
Furneyz,Table,Glass,3,190,251.69,7.5,290.29
Furneyz,Sofa,Fabric,3,157,97.44,10.3,131.06
Krude,Sofa,Glass,2,172,41.46,13.8,63.56
LesComfe,Table,Wood,2,122,197.52,5.8,239.92
Furneyz,Sofa,Metal,6,120,96.43,6.7,210.18
LesComfe,Chair,Plastic,1,60,170.33,8.1,268.7
Ordinaer,Bed,Metal,6,99,193.74,13.5,387.17
LesComfe,Desk,Fabric,5,50,52.56,19.6,69.68
LesComfe,Table,Glass,6,97,67.68,25.7,105.35
Krude,Chair,Fabric,5,136,168.6,8.6,301.39
Ordinaer,Desk,Metal,7,1,150.99,5.5,204.43
Ordinaer,Desk,Glass,1,4,312.24,11.4,378.13
Furneyz,Desk,Fabric,3,189,224.27,26.8,343.53
Ordinaer,Sofa,Wood,6,196,238.04,0.3,
Krude,Sofa,Wood,1,179,209.26,20.3,415.87
Furneyz,Sofa,Plastic,7,85,144.86,14.3,279.99
LesComfe,Sofa,Wood,4,132,218.74,4.8,405.76
Ordinaer,Chair,Wood,3,186,131.68,9.6,173.92
LesComfe,Sofa,Metal,9,67,139.07,6.7,216.02
Furneyz,Table,Wood,1,8,315.3,26.3,405.04
Ordinaer,Desk,Wood,8,92,161.82,14.5,250.89
Furneyz,Chair,Metal,1,149,339.53,16.9,
Furneyz,Sofa,Wood,5,154,244.34,17.8,483.1
Ordinaer,Desk,Wood,8,137,299.73,19.2,435.9
Ordinaer,Chair,Plastic,6,124,379.41,14.9,462.49
Furneyz,Desk,Wood,7,60,139.55,0.5,243.94
Krude,Chair,Wood,8,50,105.25,10.0,193.49
Ordinaer,Bed,Plastic,6,9,266.27,5.5,389.99
Furneyz,Chair,Metal,6,133,138.28,20.4,217.03
LesComfe,Sofa,Wood,6,61,247.91,1.7,368.56
LesComfe,Desk,Fabric,5,112,187.48,16.9,
Ordinaer,Desk,Metal,8,132,279.2,6.3,359.78
Ordinaer,Desk,Metal,2,121,136.91,28.5,218.55
LesComfe,Table,Wood,7,197,65.33,10.1,125.09
Furneyz,Table,Plastic,4,190,181.32,9.8,
Furneyz,Sofa,Metal,1,122,68.08,27.7,131.29
Furneyz,Bed,Plastic,5,183,294.98,12.5,563.18
Krude,Table,Fabric,3,186,109.45,28.9,205.64
Ordinaer,Chair,Plastic,4,62,66.79,0.7,119.51
Krude,Sofa,Glass,7,110,38.05,9.2,70.67
Krude,Bed,Plastic,5,88,182.54,20.0,425.78
Krude,Chair,Metal,4,186,290.94,26.7,336.61
Krude,Desk,Plastic,1,50,102.13,7.7,203.27
Furneyz,Table,Plastic,6,177,57.06,27.9,82.27
Ordinaer,Chair,Glass,6,131,128.72,17.8,234.33
Ordinaer,Bed,Glass,7,103,118.41,24.0,237.56
Krude,Sofa,Wood,1,122,308.74,11.9,407.91
Ordinaer,Chair,Metal,4,47,182.17,6.4,322.6
LesComfe,Sofa,Wood,9,31,189.73,27.3,246.18
Furneyz,Desk,Glass,6,119,86.21,28.0,148.05
Ordinaer,Bed,Plastic,2,178,394.02,14.9,
Furneyz,Bed,Glass,4,179,182.76,0.2,317.88
LesComfe,Table,Fabric,6,98,307.13,3.3,359.72
Furneyz,Bed,Plastic,4,73,81.72,17.2,141.56
LesComfe,Chair,Wood,7,33,191.67,0.7,268.52
Krude,Chair,Plastic,3,163,36.07,11.9,62.39
Ordinaer,Chair,Fabric,6,69,157.18,9.1,277.45
Krude,Desk,Glass,4,170,419.27,21.4,483.81
Ordinaer,Bed,Metal,3,109,140.68,1.7,278.62
Krude,Bed,Metal,3,15,43.83,14.7,84.44
LesComfe,Chair,Metal,2,58,51.4,17.4,63.93
Ordinaer,Table,Glass,3,180,142.74,18.5,224.59
Krude,Table,Metal,1,18,107.47,12.2,122.01
Furneyz,Bed,Fabric,3,94,48.11,9.1,75.64
Furneyz,Bed,Glass,9,112,288.42,20.5,487.87
Krude,Sofa,Metal,4,40,218.49,25.4,
LesComfe,Bed,Wood,3,80,93.65,20.8,225.2
Krude,Chair,Glass,8,174,274.31,28.0,
Furneyz,Desk,Glass,1,102,70.15,21.5,102.26
Ordinaer,Bed,Plastic,5,53,283.68,22.9,600.2
Ordinaer,Bed,Metal,1,182,152.56,5.0,239.11
Krude,Chair,Wood,7,94,390.27,12.6,449.78
Ordinaer,Sofa,Fabric,5,146,215.13,14.6,369.52
Furneyz,Bed,Glass,2,61,268.76,7.7,527.52
Ordinaer,Table,Fabric,1,98,435.95,15.9,492.81
Krude,Table,Fabric,7,92,121.88,8.7,179.78
Krude,Table,Fabric,1,186,335.64,20.6,482.51
Krude,Desk,Plastic,3,64,144.32,14.1,225.27
Furneyz,Desk,Fabric,6,67,193.05,13.8,223.48
LesComfe,Bed,Metal,6,27,147.83,29.5,253.97
Ordinaer,Bed,Metal,7,17,236.34,11.8,367.04
Krude,Bed,Wood,1,25,98.44,10.9,149.21
LesComfe,Desk,Wood,7,103,190.49,9.6,299.17
Krude,Bed,Fabric,2,146,197.85,26.8,367.21
Krude,Chair,Fabric,6,54,329.76,14.9,392.86
Furneyz,Sofa,Plastic,8,118,274.35,18.0,488.91
Furneyz,Table,Fabric,5,123,202.92,5.4,248.2
LesComfe,Table,Fabric,3,184,163.05,16.2,186.05
Krude,Chair,Fabric,8,133,124.91,8.2,166.7
Ordinaer,Bed,Glass,8,128,109.6,21.9,171.98
Ordinaer,Desk,Glass,4,7,62.43,25.0,75.94
Ordinaer,Bed,Plastic,8,50,171.04,21.4,255.13
LesComfe,Bed,Plastic,5,84,112.92,21.9,214.51
Furneyz,Table,Metal,5,24,252.39,15.4,484.89
LesComfe,Table,Plastic,3,174,198.87,21.4,300.97
Furneyz,Desk,Metal,7,182,158.73,12.7,206.27
Ordinaer,Table,Fabric,9,191,211.67,19.5,311.21
Ordinaer,Bed,Plastic,9,82,90.06,7.8,140.8
Furneyz,Chair,Plastic,1,92,160.58,2.1,249.82
Ordinaer,Desk,Plastic,1,116,250.15,12.4,331.81
LesComfe,Chair,Metal,5,137,155.14,13.9,270.0
Furneyz,Bed,Metal,1,55,184.58,7.7,
Ordinaer,Desk,Wood,4,11,357.15,21.8,497.23
Krude,Chair,Metal,1,160,259.49,2.2,446.14
Ordinaer,Desk,Metal,2,119,203.86,6.7,330.53
Krude,Bed,Glass,2,70,244.81,22.5,382.77
Ordinaer,Desk,Plastic,4,16,228.22,13.1,329.3
Krude,Bed,Metal,8,188,82.44,21.2,175.74
Ordinaer,Desk,Plastic,2,121,202.05,17.0,227.81
Krude,Desk,Plastic,9,123,53.26,28.5,67.76
Furneyz,Table,Glass,9,9,233.07,17.9,264.0
Furneyz,Bed,Plastic,2,30,197.47,0.4,367.95
Krude,Sofa,Metal,1,59,105.22,10.6,
Ordinaer,Desk,Plastic,9,69,415.68,4.3,483.81
LesComfe,Chair,Wood,2,16,326.08,27.7,459.25
LesComfe,Table,Wood,8,49,293.56,3.1,374.96
LesComfe,Table,Glass,3,36,174.27,11.6,290.02
LesComfe,Desk,Metal,1,189,299.63,6.8,441.49
Krude,Sofa,Glass,1,117,59.77,25.4,125.11
Furneyz,Table,Wood,2,199,236.29,9.3,405.73
Furneyz,Bed,Metal,7,156,53.12,29.8,132.71
LesComfe,Desk,Plastic,6,159,210.1,1.2,
Furneyz,Desk,Metal,2,79,155.1,3.8,174.1
Krude,Sofa,Fabric,4,10,265.45,6.7,511.39
LesComfe,Bed,Metal,2,133,363.39,24.3,593.52
Krude,Bed,Plastic,1,122,97.73,26.4,146.2
Krude,Sofa,Fabric,3,34,185.98,2.1,296.93
Ordinaer,Chair,Glass,4,32,275.83,1.0,491.44
Krude,Bed,Metal,5,17,211.68,22.3,334.42
Ordinaer,Chair,Glass,5,164,324.61,4.0,438.6
LesComfe,Chair,Metal,7,12,249.58,4.0,314.93
Krude,Desk,Wood,8,89,176.85,0.7,218.9
Furneyz,Desk,Wood,9,109,158.99,1.5,178.6
LesComfe,Table,Plastic,7,191,103.18,7.9,141.45
Krude,Desk,Wood,5,0,250.08,2.0,392.81
Krude,Bed,Fabric,9,62,170.06,11.1,279.93
Furneyz,Bed,Fabric,8,33,147.7,25.0,350.09
Ordinaer,Chair,Metal,9,102,233.25,9.8,271.55
Krude,Bed,Glass,8,9,169.68,21.8,387.22
Krude,Desk,Fabric,6,127,277.39,2.8,439.51
Furneyz,Desk,Metal,4,6,405.99,19.8,491.33
LesComfe,Desk,Glass,9,55,172.47,9.5,233.41
Ordinaer,Chair,Wood,5,125,326.57,15.4,398.99
Krude,Desk,Plastic,9,185,210.46,5.4,410.26
Krude,Bed,Plastic,5,60,300.47,26.5,469.42
Furneyz,Table,Plastic,2,187,98.1,14.8,129.44
Furneyz,Desk,Metal,8,124,380.42,1.3,496.62
Furneyz,Bed,Metal,3,16,152.88,25.7,
Krude,Bed,Wood,6,144,141.22,4.5,223.21
Krude,Chair,Glass,7,106,389.3,23.8,485.69
Ordinaer,Desk,Fabric,6,193,145.52,3.8,210.19
LesComfe,Desk,Wood,1,36,173.98,23.0,295.02
LesComfe,Chair,Metal,8,126,396.97,6.8,450.62
Ordinaer,Table,Plastic,5,129,179.11,3.7,237.83
LesComfe,Sofa,Glass,4,192,329.73,17.2,503.59
Furneyz,Desk,Wood,4,62,325.35,22.8,419.57
LesComfe,Table,Wood,7,197,65.33,10.1,125.09
Krude,Chair,Fabric,9,18,32.25,16.6,53.4
Krude,Table,Fabric,7,92,121.88,8.7,179.78
Ordinaer,Sofa,Wood,3,81,93.3,18.7,171.75
LesComfe,Sofa,Wood,3,68,126.1,16.0,
LesComfe,Desk,Plastic,5,155,301.99,10.1,420.71
LesComfe,Desk,Fabric,5,99,74.11,22.9,96.13
Ordinaer,Table,Wood,5,190,85.14,6.6,103.47
Furneyz,Bed,Glass,2,183,62.45,9.7,140.97
LesComfe,Desk,Glass,1,69,225.95,5.0,411.16
Ordinaer,Bed,Plastic,6,12,195.84,10.2,368.25
Furneyz,Bed,Wood,2,19,187.93,12.5,359.33
Furneyz,Sofa,Wood,4,156,153.35,13.3,273.6
Furneyz,Desk,Plastic,5,139,279.99,6.4,368.53
Furneyz,Desk,Plastic,8,42,137.96,6.8,168.02
Furneyz,Desk,Fabric,5,56,240.11,12.9,347.62
Krude,Chair,Metal,2,87,105.1,9.5,158.83
Krude,Table,Plastic,7,14,82.37,16.1,111.37
Ordinaer,Chair,Metal,1,166,221.8,16.7,402.71
Furneyz,Table,Plastic,6,179,179.14,11.2,265.97
Ordinaer,Sofa,Glass,5,32,327.11,23.0,473.07
Ordinaer,Chair,Wood,1,99,272.13,18.2,317.12
Ordinaer,Desk,Glass,5,133,68.92,17.5,124.12
Krude,Chair,Glass,7,81,265.84,10.4,377.0
Furneyz,Sofa,Wood,7,130,52.54,17.6,111.61
Krude,Desk,Plastic,3,64,144.32,14.1,225.27
LesComfe,Bed,Fabric,8,101,67.68,2.6,157.53
LesComfe,Chair,Plastic,1,60,170.33,8.1,268.7
Krude,Table,Fabric,7,167,172.55,21.6,280.63
Furneyz,Desk,Plastic,3,84,282.84,21.9,479.27
Furneyz,Sofa,Fabric,3,25,213.97,23.8,347.93
Furneyz,Chair,Fabric,5,130,201.23,10.6,334.2
Krude,Sofa,Plastic,4,7,359.75,6.0,501.61
Krude,Table,Plastic,4,96,125.13,23.6,
Ordinaer,Bed,Plastic,7,85,212.78,8.2,511.27
LesComfe,Table,Glass,1,171,97.32,25.1,117.46
Krude,Chair,Wood,8,66,385.28,10.8,484.53
Furneyz,Chair,Metal,3,22,297.73,20.9,423.18
Krude,Chair,Metal,8,104,246.16,12.1,469.9
LesComfe,Chair,Wood,6,168,58.37,28.0,111.4
Furneyz,Chair,Plastic,1,140,126.39,6.7,
Ordinaer,Sofa,Glass,5,73,125.32,20.8,191.92
Furneyz,Desk,Glass,7,13,206.68,19.4,283.59
Krude,Sofa,Metal,6,93,116.36,0.6,231.69
Ordinaer,Bed,Plastic,8,50,171.04,21.4,255.13
Ordinaer,Sofa,Fabric,5,88,174.8,22.9,340.42
Ordinaer,Table,Glass,6,6,285.05,18.2,334.54
Furneyz,Table,Wood,2,136,78.23,23.2,87.86
Krude,Bed,Fabric,8,113,283.18,20.4,513.99
Ordinaer,Sofa,Plastic,3,198,53.31,21.0,104.89
Furneyz,Sofa,Glass,4,64,188.38,26.0,
Ordinaer,Bed,Plastic,7,56,216.77,24.2,354.35
Ordinaer,Table,Wood,5,185,211.32,5.2,271.68
LesComfe,Desk,Fabric,8,67,84.84,0.1,97.22
Furneyz,Sofa,Metal,2,80,70.1,13.5,150.95
Krude,Bed,Glass,6,72,108.44,2.2,262.06
LesComfe,Sofa,Glass,7,49,189.91,3.5,421.64
Furneyz,Bed,Wood,7,91,33.3,11.4,77.74
Furneyz,Chair,Glass,9,0,128.88,14.0,222.95
Ordinaer,Chair,Metal,4,118,267.03,20.7,313.8
LesComfe,Sofa,Glass,6,6,231.2,27.3,371.67
Krude,Chair,Metal,5,27,195.18,5.0,384.78
Krude,Table,Plastic,3,122,173.58,18.4,316.95
LesComfe,Table,Wood,7,178,101.58,4.4,176.83
Ordinaer,Desk,Wood,3,83,126.06,19.4,174.82
Furneyz,Sofa,Wood,3,62,386.83,21.6,555.85
Furneyz,Chair,Glass,9,141,351.73,14.9,412.88
Ordinaer,Table,Wood,6,64,116.64,4.9,176.42
LesComfe,Chair,Metal,5,161,353.63,4.7,459.06
LesComfe,Desk,Plastic,7,126,302.38,1.5,
Ordinaer,Chair,Fabric,4,152,425.33,0.5,491.58
Krude,Sofa,Plastic,2,187,237.37,28.2,403.3
Ordinaer,Chair,Metal,2,26,104.44,23.3,200.8
Furneyz,Bed,Glass,2,171,160.12,25.2,
Krude,Desk,Metal,2,21,183.23,24.7,235.68
LesComfe,Table,Fabric,6,163,327.37,11.1,483.4
LesComfe,Bed,Glass,3,95,235.93,14.0,440.79
Krude,Bed,Plastic,1,41,166.19,14.8,319.13
Ordinaer,Bed,Glass,1,18,306.74,9.3,520.64
Krude,Chair,Wood,2,81,207.54,11.1,372.35
LesComfe,Chair,Metal,1,86,200.02,4.2,335.35
LesComfe,Table,Wood,6,54,322.81,22.2,419.95
LesComfe,Sofa,Glass,4,3,56.94,28.5,74.68
LesComfe,Bed,Fabric,1,84,240.13,29.9,
Ordinaer,Table,Metal,3,107,209.45,3.9,295.26
Krude,Sofa,Plastic,3,19,276.44,19.3,389.29
Ordinaer,Desk,Metal,6,153,113.61,22.3,189.29
Ordinaer,Table,Fabric,9,191,211.67,19.5,311.21
Furneyz,Desk,Metal,4,85,77.06,25.7,146.84
Ordinaer,Bed,Plastic,5,190,141.64,23.1,301.07
LesComfe,Sofa,Plastic,1,162,197.91,23.1,295.17
Krude,Desk,Glass,8,106,317.91,16.2,379.88
LesComfe,Chair,Fabric,6,149,197.72,1.2,
Furneyz,Desk,Metal,2,78,53.24,0.9,87.26
Furneyz,Table,Wood,6,30,187.43,15.7,214.91
LesComfe,Table,Metal,8,55,171.74,12.4,193.6
Ordinaer,Desk,Metal,6,153,113.61,22.3,189.29
